"","ALogP","ALogp2","AMR","apol","nA","nR","nN","nD","nC","nF","nQ","nE","nG","nH","nI","nP","nL","nK","nM","nS","nT","nY","nV","nW","naAromAtom","nAromBond","nAtom","ATSc1","ATSc2","ATSc3","ATSc4","ATSc5","ATSm1","ATSm2","ATSm3","ATSm4","ATSm5","ATSp1","ATSp2","ATSp3","ATSp4","ATSp5","BCUTw.1l","BCUTw.1h","BCUTc.1l","BCUTc.1h","BCUTp.1l","BCUTp.1h","bpol","nB","PPSA.1","PPSA.2","PPSA.3","PNSA.1","PNSA.2","PNSA.3","DPSA.1","DPSA.2","DPSA.3","FPSA.1","FPSA.2","FPSA.3","FNSA.1","FNSA.2","FNSA.3","WPSA.1","WPSA.2","WPSA.3","WNSA.1","WNSA.2","WNSA.3","RPCG","RNCG","RPCS","RNCS","THSA","TPSA","RHSA","RPSA","C1SP1","C2SP1","C1SP2","C2SP2","C3SP2","C1SP3","C2SP3","C3SP3","C4SP3","SCH.3","SCH.4","SCH.5","SCH.6","SCH.7","VCH.3","VCH.4","VCH.5","VCH.6","VCH.7","SC.3","SC.4","SC.5","SC.6","VC.3","VC.4","VC.5","VC.6","SPC.4","SPC.5","SPC.6","VPC.4","VPC.5","VPC.6","SP.0","SP.1","SP.2","SP.3","SP.4","SP.5","SP.6","SP.7","VP.0","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VP.7","ECCEN","FMF","fragC","GRAV.1","GRAV.2","GRAV.3","GRAVH.1","GRAVH.2","GRAVH.3","GRAV.4","GRAV.5","GRAV.6","nHBAcc","nHBDon","HybRatio","MolIP","Kier1","Kier2","Kier3","khs.sLi","khs.ssBe","khs.ssssBe","khs.ssBH","khs.sssB","khs.ssssB","khs.sCH3","khs.dCH2","khs.ssCH2","khs.tCH","khs.dsCH","khs.aaCH","khs.sssCH","khs.ddC","khs.tsC","khs.dssC","khs.aasC","khs.aaaC","khs.ssssC","khs.sNH3","khs.sNH2","khs.ssNH2","khs.dNH","khs.ssNH","khs.aaNH","khs.tN","khs.sssNH","khs.dsN","khs.aaN","khs.sssN","khs.ddsN","khs.aasN","khs.ssssN","khs.sOH","khs.dO","khs.ssO","khs.aaO","khs.sF","khs.sSiH3","khs.ssSiH2","khs.sssSiH","khs.ssssSi","khs.sPH2","khs.ssPH","khs.sssP","khs.dsssP","khs.sssssP","khs.sSH","khs.dS","khs.ssS","khs.aaS","khs.dssS","khs.ddssS","khs.sCl","khs.sGeH3","khs.ssGeH2","khs.sssGeH","khs.ssssGe","khs.sAsH2","khs.ssAsH","khs.sssAs","khs.sssdAs","khs.sssssAs","khs.sSeH","khs.dSe","khs.ssSe","khs.aaSe","khs.dssSe","khs.ddssSe","khs.sBr","khs.sSnH3","khs.ssSnH2","khs.sssSnH","khs.ssssSn","khs.sI","khs.sPbH3","khs.ssPbH2","khs.sssPbH","khs.ssssPb","nAtomLC","nAtomP","LOBMAX","LOBMIN","nAtomLAC","MDEC.11","MDEC.12","MDEC.13","MDEC.14","MDEC.22","MDEC.23","MDEC.24","MDEC.33","MDEC.34","MDEC.44","MDEO.11","MDEO.12","MDEO.22","MDEN.11","MDEN.12","MDEN.13","MDEN.22","MDEN.23","MDEN.33","MLogP","MOMI.X","MOMI.Y","MOMI.Z","MOMI.XY","MOMI.XZ","MOMI.YZ","MOMI.R","PetitjeanNumber","topoShape","geomShape","nRotB","LipinskiFailures","TopoPSA","VABC","VAdjMat","Wlambda1.unity","Wlambda2.unity","Wlambda3.unity","Wnu1.unity","Wnu2.unity","Wgamma1.unity","Wgamma2.unity","Wgamma3.unity","Weta1.unity","Weta2.unity","Weta3.unity","WT.unity","WA.unity","WV.unity","WK.unity","WG.unity","WD.unity","MW","WTPT.1","WTPT.2","WTPT.3","WTPT.4","WTPT.5","WPATH","WPOL","XLogP","Zagreb"
"CN.C.C..O.NC1.CC2.C.C.C1.N.C.C..N2.C3.CC.CO3.C4.CC.CO4",-0.9439,0.89094721,105.1325,50.914688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.649335719140033,-0.39641625678622,0.0205976336883628,0.0450357924613582,0.0475939680503624,29.7633283117288,32.1560972842868,46.1212746900096,44.2877285124183,45.28745662319,1675.84386992961,1993.54377505933,2844.92874165341,2810.5688726105,2753.19810408295,11.9936619725513,16.0009772572814,-0.362919869386436,0.278636797734177,4.83355421014651,10.4456283150691,27.561312,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,14,0,0,0,0,0,0,0,0.288675134594813,0.290263603966199,0.501131192401899,0,0,0.0785674201318386,0.0758399712821537,0.0976885257395719,1.71199193260336,0,0.510673912772359,0,0.711337651488404,0,0.101162526960167,0,4.22567031191776,5.88287296640492,8.66909063401466,1.23471784718122,1.40042612560389,1.66028919929699,18.0956473593183,12.6141935407296,11.5444274779427,9.8020755120136,7.93884546897441,6.13638181422999,4.80613181013926,3.80286204010279,14.2625380805981,7.99495561047218,5.90349651302928,3.83081556741715,2.53755742883571,1.63012280623565,0.997435913370079,0.628811454338177,537,0.769230769230769,1375.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0.105263157894737,NA,19.3222354340071,8.56632956573468,4.37950413223141,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,NA,NA,0,0.5,2.06740006974807,2.58155092895012,0,8.19504409223357,19.2497993679333,0,9.3608121408571,0,0,0,0.210818510677892,0.2,0,0,0,0.766309432393553,0.685006710594441,0,2.78,NA,NA,NA,NA,NA,NA,NA,0.5,1,NA,5,0,75.52,NA,5.85798099512757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.1222405,53.5748910335612,2.06057273206004,21.0095916058858,8.5783514066987,12.4312401991871,1665,39,0.689,140
"C1.CC.C.C.C1.CN2C..C.N.N2.C3.CC4.C.C.C3.NN.C4N.C5.CC.C.C.C5.F",1.4891,2.21741881,120.3415,57.212481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.21762585379669,-0.0484213350138344,-0.047220776837995,0.00775828708638017,0.0253043705608502,32.6619259467015,35.6588176144373,51.2100778901295,50.5148253215748,47.2377876414949,2077.75507935858,2502.77029361725,3610.8640085099,3570.71139968844,3391.27415616727,11.9973724127349,19.0001361091088,-0.285358542486763,0.156814109747583,4.10449976386555,11.7213236803936,21.767519,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,16,4,1,0,0,0,0,0,0.192450089729875,0.664897088901257,0.908947085814039,0,0,0.0503115294937453,0.170493413852424,0.183616410733035,1.77844484497595,0,0.388779840626655,0,0.738913242427137,0,0.106912702300492,0,4.40292247622153,7.33841900417383,10.133574130702,1.5089053499313,2.05752992831451,2.34499942032841,19.7943179720676,14.1866731858011,12.8900254229831,11.2930438489836,9.65957647413619,7.9841639324486,5.52425232503986,4.32168632842805,15.3794791356607,9.16195039799092,6.80600720121619,4.89369476167781,3.44965941444621,2.35006435276553,1.31259578186593,0.839013272116051,605,0.931034482758621,1688.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,0.0454545454545455,NA,20.8778696051423,9.24038026256225,4.48,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,7,2,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,NA,NA,0,0,0,0,0,17.1045702554928,27.2984347141228,0,10.1355008613373,0,0,0,0,0,0,1.00394484975916,0.142857142857143,1.72610874799436,1.27131588178687,0,3.11,NA,NA,NA,NA,NA,NA,NA,0.5,1,NA,4,0,78.37,NA,6.04439411935845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.1498729,60.6087795248737,2.08995791465082,21.0783487360889,0,18.5504415843059,2178,46,2.314,160
"C1CCC2.C.C1.C..NNC2.O.CC3.CC..C.C.C3.F.C..O.N4CCN.CC4.C5.NC.CC.N5",-2.1002,4.41084004,122.5273,67.670825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0.683624000096343,-0.423833210111097,0.180212705634718,-0.0946295147731201,-0.039900538636426,38.2108640177834,40.6001325652321,58.0088014734434,63.310260026601,57.517072358185,2306.78131356724,2734.02961889922,3833.13115748512,3998.89095260339,3468.07129551485,11.9882485470768,18.9984085524396,-0.275183698145247,0.251491002467973,4.79678134194511,10.7871073029775,37.709175,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,6,4,4,5,0,0,0,0,0,0.392325676582165,0.580219954824433,0,0,0,0.169776695048596,0.194589314166941,1.94289371288337,0,0.574172825359518,0,0.865410763273027,0,0.151350175261389,0,5.20010511645577,8.29509267915078,11.9303711344224,1.96891609711173,2.74594115064183,3.32486968614193,22.7858818036303,16.097356788324,14.4148654705677,12.7587077791163,10.5979305442073,8.92558937141111,5.73666636650838,4.37224067498186,18.2585916772534,11.2890942577824,8.48265406027452,6.41728939573499,4.64783895376961,3.4036834280295,1.8608040618523,1.19726512194737,966,0.909090909090909,2788.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0.375,NA,24.6837107377648,11.3727810650888,5.71315215235072,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,NA,NA,0,0,0,0,0,18.2618986985311,27.358950723035,0,9.07211090079962,0,0,0.1,0,0,0,0,0,0.992974399123615,1.51144517303688,0.333333333333333,3.11,NA,NA,NA,NA,NA,NA,NA,0.470588235294118,0.888888888888889,NA,5,0,89.73,NA,6.20945336562895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.20230246,68.5302937730372,2.07667556887991,26.9616042441252,5.16264409789827,19.2367558532575,3502,56,0.788,178
"C1COCCN1S..O...O.C2.CC.CC..C2.C..O.NC3.CC.C.C.C3.C4.NC5.C.C.CC.C5N4.C..O.N",-0.954199999999997,0.910497639999995,141.709,71.746239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0.81606572924568,-0.459169837094851,0.0851474289579057,0.0385921798931442,-0.137590104324929,47.7999997225371,51.7200446860339,72.1803535374369,75.3748909820694,70.7852465034834,2752.20213010456,3272.27389932819,4685.45339008716,4739.03860774258,4222.99405053049,11.9932581188664,31.9720728468695,-0.37807353051109,0.254123939256864,4.68896485436369,12.2021704186324,39.411761,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,15,3,4,0,0,0,0,0,0.0962250448649376,0.515922613881698,0.692038170541347,0,0,0.0279508497187474,0.169343643558499,0.185050286969124,2.91135066972113,0.166666666666667,1.08287263224672,0.166666666666667,1.06328885394677,0.0228075229793322,0.217848021469216,0.0190062691494435,7.01223302595162,10.3231935745006,14.1076963135089,2.2454625690344,2.85334852246138,3.1718009361718,25.2858818036303,17.3245369717747,16.2678954620785,13.7968049745952,11.3143469741606,9.1899670719184,6.15944287764388,4.66112256324158,19.304289059703,11.570067266827,8.7107418370748,6.37119074627454,4.37912254619851,2.94575805168315,1.58866648643272,0.991803611632912,1179,0.833333333333333,2709.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,0.16,NA,27.5625,12.0273483947681,6.27021696252466,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,2,6,2,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,NA,NA,0,0,0,0,0,17.4289785273701,27.0260321320276,0,10.4157159031383,0,0,0.771540922108526,0.494681833230814,0,0,0.512992784003009,0.0625,0.721124785153704,0.314980262473718,0,3,NA,NA,NA,NA,NA,NA,NA,0.473684210526316,0.9,NA,7,0,151.57,NA,6.32192809488736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.14199002,74.0448194947622,2.05680054152117,31.7675980814178,13.0031261837154,15.2583022251846,4690,61,-1.118,196
"CC..O.N1CCC.CC1.NC2.NC.CC..N2.C3.C.N.C4N3C.CO4.C5.CC.C.C.C5.F",-2.4613,6.05799769000001,113.8203,61.483653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.70349408597207,-0.521040249249686,0.343575585615127,-0.157560531694116,-0.0225146793042531,36.2108640177834,38.9046081074491,57.088425304967,54.6770112969246,51.4552064866759,2086.22929745799,2502.96356474281,3597.2678053099,3554.68912779281,3301.80266700285,11.9973724103233,19.0001368015626,-0.28856090449606,0.234448768884836,4.0752479535025,11.3918490623276,35.614347,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,9,1,3,3,0,0,0,0,0.196418550329597,0.603207668513725,0.920954885706812,0,0,0.0554290309725092,0.187456922707622,0.212676298349348,2.0802000631457,0,0.449026828035479,0,0.825483144053084,0,0.119133746629976,0,4.83624361317657,7.5925535118952,10.4583498719743,1.74317754666861,2.28526744525823,2.53551899059584,21.3716682412572,15.0805200359184,13.9049327482334,11.8161625851982,10.0672547643423,8.24444419537802,6.1607644207436,4.60372655459471,16.9551085788896,10.1525212027218,7.56165696027176,5.55148085600867,3.92094195999811,2.69013044375172,1.54210547324535,0.922748801399931,837,0.870967741935484,2206.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0.272727272727273,NA,22.7755102040816,10.092,5.08650519031142,0,0,0,0,0,0,1,0,4,0,0,8,1,0,0,1,6,1,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,NA,NA,2,0,1.50322923962149,1.20042816697929,0,12.3246956516012,24.5242444161257,0,8.70899351978145,0,0,0,0.0769230769230769,0,0,0,0,1.8531440115814,1.72299202821564,0.111111111111111,2.89,NA,NA,NA,NA,NA,NA,NA,0.5,1,NA,5,0,81.89,NA,6.12928301694497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.1710023,64.463155954649,2.07945664369835,27.5928707090025,5.51921660958967,19.5462256095408,2819,49,1.096,170
"CC1.CSC..N1.NC..O.C2.C.C3.C.S2.N.C.C.C3.C4.CC.NC.C4.N",-0.0766999999999993,0.0058828899999999,107.1969,50.690309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.437104565001584,-0.242097129932076,0.0969140940986794,-0.144532093268517,-0.0222898922080792,39.8298766188234,36.5068701939685,55.9268598385584,54.2869998975194,47.2222454194395,2117.73709671213,2528.59584132466,3612.32074495066,3324.3880598711,2912.09871228525,11.9933195600459,31.973073387891,-0.333173828670999,0.245280144453108,6.12155118996047,12.3246515631314,23.689691,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,8,2,1,0,0,0,0,0,0.196418550329597,0.606327370296635,0.725751796817158,0,0,0.155603495966184,0.322958796542189,0.316918958388849,1.69311715692804,0,0.404734600205925,0,0.899305491925625,0,0.157322552055194,0,4.04061053379317,6.67100998924815,8.49596888366024,1.98515149324046,2.79176198824529,2.92455956737437,17.3885405781318,12.1141935407296,11.1510659680263,9.56332915487386,8.19254820814319,6.12182384865142,4.15899433979806,3.24918623869866,14.8181809732639,9.14122401156898,7.23529228954517,5.60515003084629,4.08672780846184,2.55991975965508,1.48121253260985,1.00687999344503,583,0.88,1081.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,0.0588235294117647,NA,18.3673469387755,7.935,3.98353909465021,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,6,2,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,NA,NA,0,0,0.787606379981674,1.64322334926356,0,5.38293381814127,14.2460894020608,0,10.923499591916,0,0,0,0,0,0,0.737787946466881,0,1.01767639689472,0,0,2.45,NA,NA,NA,NA,NA,NA,NA,0.5,1,NA,4,0,142.8,NA,5.8073549220576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.05615214,51.6010609820437,2.06404243928175,23.575836720424,2.56950749623311,14.8371484438597,1587,38,0.344,136
"C1CC.CCC1NC2.NC..CC..N2.Cl.C3.CNC4.C3C.CC.N4.O",-1.9437,3.77796969,87.9866,50.404274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.407929007350145,-0.287750963132935,0.230585743317148,-0.18560524225981,0.0250320755623867,34.2873204497721,30.9456819483751,45.9938147880383,43.2266361640284,41.6888112304033,1672.12769514472,1977.42747353375,2768.13923928385,2636.35068669892,2329.58052403545,11.9961702137637,34.9688537128426,-0.418099578318743,0.203535232208628,4.83947577478224,10.5774766367262,25.377726,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,4,2,0,6,0,0,0,0,0.0962250448649376,0.426346367454154,0.706207007767009,0,0,0.0360843918243516,0.174296624063377,0.198883933297846,1.59109741996273,0,0.19163831904351,0,0.734611012284959,0,0.0556046637550291,0,3.284901178617,5.5487149596034,7.54944512158761,1.31854141217243,1.79422051299534,2.01535437623553,16.5182970901287,11.6866731858011,10.7495796699546,8.87310279464806,7.74525473929544,6.30841703882443,4.30159919880123,3.08482127285899,13.7926268101011,8.48308911384906,6.53846876879425,4.64549941058238,3.37414852640944,2.34608471079062,1.20148900214316,0.685875789491884,530,0.916666666666667,1473.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0.352941176470588,NA,17.4156378600823,7.70914127423823,4.0656,0,0,0,0,0,0,0,0,4,0,0,5,2,0,0,0,4,2,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,NA,NA,0,0,0,0,0,7.49089031923824,18.4887232468207,0,8.09552601418013,0,0,0,0,0,0,0,0,2.65971525416699,0,0,2.56,NA,NA,NA,NA,NA,NA,NA,0.461538461538462,0.857142857142857,NA,3,0,81.37,NA,5.75488750216347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.11998802,49.8742190505463,2.07809246043943,20.6819401603551,2.52138653943431,15.6012569921581,1384,36,1.068,130
"CN.CCOC.C..O.C1.C.N.NN1CC2.CC.CC.C2.C3.CC4.C.C.C3.NN.C4",0.252800000000003,0.0639078400000017,119.2088,59.833446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0.530790359209995,-0.247095237750601,-0.0401898719555802,0.107673617631504,-0.128889483704037,32.7088198787408,35.4056723006707,48.0703548503149,48.9559084245141,50.6448004127774,1954.72418554815,2314.11920677131,3260.28388424647,3242.46370571325,3196.84664018185,11.85,15.9959313236486,-0.382621016079053,0.248643335777691,4.46358065259906,11.3549027171904,31.544554,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,11,3,3,0,0,0,0,0,0.214076175062696,0.515922613881698,0.689765327004898,0,0,0.054635540993393,0.13157114387205,0.143240686266542,1.54613703662305,0,0.45252398519343,0,0.742958086973955,0,0.115348899038388,0,4.172518008135,6.84029417418495,9.50433361767517,1.50554268103858,1.91751444641866,2.19078469963676,20.2169677028779,14.169035095596,12.3211972307383,10.7237900276535,8.93223830313091,6.98645107123691,4.82889687648352,3.6558488568011,16.3700373246938,9.32428877799495,6.82144301163869,4.80400694116641,3.18677437717124,2.11217689679927,1.16753202999583,0.725493058624967,590,0.724137931034483,2104.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0.238095238095238,NA,22.203125,10.5433884297521,5.25777777777778,0,0,0,0,0,0,2,0,3,0,0,9,0,0,0,1,4,2,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,NA,NA,2,0.2,3.51417252576168,2.3594409198308,0,13.4677247181649,20.4178170253739,0,7.13677407821356,0,0,0,0.2,0,0,0,0,1.72610874799436,1.89626588962799,0.333333333333333,2.89,NA,NA,NA,NA,NA,NA,NA,0.5,1,NA,8,0,81.89,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.18042412,59.6173063663929,2.05576918504803,24.4206091573496,5.26502346679375,19.1555856905558,2220,44,1.395,152
"COC1.CC.CC..C1.CNC..O.C2.CC3.C.NN.C3S2.C4.CC.CC.C4",1.3451,1.80929401,113.6332,54.339481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.39704115212367,-0.208899396341175,0.0318856409118741,0.0444137243684749,-0.151697304328549,34.7566320133613,34.3605543745019,49.8358219454085,49.2771005054038,39.6618496265732,1940.92598929669,2301.88507562096,3230.13934187642,2916.7885213897,2520.96979366749,11.85,31.9720722958938,-0.348733534651337,0.238133357734941,4.83018249930932,11.523424667873,25.058519,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,13,3,1,0,0,0,0,0,0.192450089729875,0.556186217847897,0.785544426286282,0,0,0.116339197367066,0.252115126445824,0.299014598928284,1.41611607783529,0,0.309489449241268,0,0.768632999904683,0,0.114488391821965,0,3.63701535414765,5.67558407091069,7.40784549906063,1.65300098388956,2.25641324924234,2.4556467239645,17.9325106525018,12.7415147406675,11.1562525897429,9.76573198873585,8.06063418144043,6.40059592382534,4.39487140327928,3.21546763060012,14.9690645209021,9.00496290576433,6.85896574809905,5.15224337025288,3.71130000434786,2.45783220579257,1.47946836781969,0.928345614518607,661,0.884615384615385,1466.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0.1,NA,19.3222354340071,9,4.54320987654321,0,0,0,0,0,0,1,0,1,0,0,10,0,0,0,1,5,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,NA,NA,0,0,1.47311417164364,1.13922234264305,0,11.0049317844129,19.8073174034696,0,8.197098550677,0,0,0,0.142857142857143,0,0,0,0,0.96548938460563,0,0,3,NA,NA,NA,NA,NA,NA,NA,0.466666666666667,0.875,NA,6,0,88.02,NA,5.85798099512757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.10414792,53.7788615994644,2.06841775382555,17.8236837020545,5.35489367943232,9.31453712559207,1876,38,2.467,138
"C1.CC..CC..C1.S..O...O.N.NC2.NC.C.C..N2.NC3.CC.C.C.C3.OCC.N.Br",-1.4747,2.17474009,117.068,56.637895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.685093202114423,-0.378382953999312,0.0409978625869771,0.0090629367363491,-0.0424248438052164,82.8691327440471,47.7085361929134,64.122332050462,70.6530026569737,56.4631950842454,2087.71688324198,2388.9402561455,3262.7626307335,3162.50676701131,2743.08501499386,11.9988321977501,78.9185183338941,-0.329971632610832,0.238551809758217,3.72789682469172,11.2569470560481,30.040105,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,13,0,1,0,0,0,0,0,0,0.234708048410644,0.382709788572218,0,0,0,0.0699893122852962,0.0988988242005985,2.72922847907175,0.288675134594813,0.550863832089977,0.144337567297406,0.980216829859688,0.0294443855557322,0.12846877329891,0.00981479518524407,4.41973948789804,5.70737427158613,7.85306116251126,1.54564267742733,1.57220717331234,1.79640633150569,20.8551603833121,13.84668645619,13.0124060176814,9.71363342268322,7.49507363090141,6.47822445280307,4.06785653405749,3.04286492815367,16.6229462044603,9.32138425192946,6.92812234634742,4.39090043197725,2.71153346819752,1.91253471671348,0.954998382327569,0.563484858037039,794,0.689655172413793,1304.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,0.0588235294117647,NA,23.6586888657648,11.0394808004327,7.27720107650904,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,7,0,0,0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,25,NA,NA,2,0,0,0,0,10.2992021885797,17.3913544660048,0,5.18153459665194,0,0,0.5,0.142857142857143,0,0.0588235294117647,0.949472417561678,0,2.3811015779523,0,0,2.23,NA,NA,NA,NA,NA,NA,NA,0.470588235294118,0.888888888888889,NA,7,0,150.34,NA,5.95419631038688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.01097156,58.6127948013758,2.02113085521985,30.9352369777402,7.76560342284346,17.3397290513271,2616,42,-0.528,148
